"No.","Time","Source","Destination","Protocol","Length","Info"
"187","0.539000","192.168.0.21","192.168.0.20","SSHv2","738","Client: Key Exchange Init"
"188","0.539391","192.168.0.20","192.168.0.21","TCP","66","22  >  58216 [ACK] Seq=39 Ack=695 Win=7040 Len=0 TSval=65614255 TSecr=2464991988"
"189","0.544165","192.168.0.20","192.168.0.21","SSHv2","104","Server: Protocol (SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1)"
"190","0.544185","192.168.0.21","192.168.0.20","TCP","66","58218  >  22 [ACK] Seq=23 Ack=39 Win=64896 Len=0 TSval=2464991993 TSecr=65614256"
"191","0.544629","192.168.0.21","192.168.0.20","SSHv2","738","Client: Key Exchange Init"
"192","0.544799","192.168.0.20","192.168.0.21","TCP","66","22  >  58218 [ACK] Seq=39 Ack=695 Win=7040 Len=0 TSval=65614256 TSecr=2464991994"
"193","0.548335","192.168.0.20","192.168.0.21","SSHv2","104","Server: Protocol (SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1)"
"194","0.548356","192.168.0.21","192.168.0.20","TCP","66","58220  >  22 [ACK] Seq=23 Ack=39 Win=64896 Len=0 TSval=2464991997 TSecr=65614256"
"195","0.548777","192.168.0.21","192.168.0.20","SSHv2","738","Client: Key Exchange Init"
"196","0.548888","192.168.0.20","192.168.0.21","SSHv2","850","Server: Key Exchange Init"
"197","0.548954","192.168.0.20","192.168.0.21","TCP","66","22  >  58220 [ACK] Seq=823 Ack=695 Win=7040 Len=0 TSval=65614256 TSecr=2464991998"
"198","0.554212","192.168.0.21","192.168.0.20","SSHv2","338","Client: Diffie-Hellman Key Exchange Init"
"199","0.554389","192.168.0.20","192.168.0.21","TCP","66","22  >  58220 [ACK] Seq=823 Ack=967 Win=8320 Len=0 TSval=65614257 TSecr=2464992003"
"200","0.555582","192.168.0.20","192.168.0.21","SSHv2","914","Server: Diffie-Hellman Key Exchange Reply, New Keys"
"201","0.555939","192.168.0.20","192.168.0.21","SSHv2","850","Server: Key Exchange Init"
"202","0.559082","192.168.0.21","192.168.0.20","SSHv2","338","Client: Diffie-Hellman Key Exchange Init"
"203","0.566631","192.168.0.21","192.168.0.20","SSHv2","82","Client: New Keys"
"204","0.572517","192.168.0.20","192.168.0.21","TCP","66","22  >  58212 [ACK] Seq=1791 Ack=1187 Win=8320 Len=0 TSval=65614259 TSecr=2464991985"
"205","0.572740","192.168.0.20","192.168.0.21","TCP","66","22  >  58210 [ACK] Seq=1671 Ack=983 Win=8320 Len=0 TSval=65614259 TSecr=2464992016"
"206","0.572751","192.168.0.21","192.168.0.20","SSHv2","118","Client: Encrypted packet (len=52)"
"207","0.572890","192.168.0.20","192.168.0.21","SSHv2","850","Server: Key Exchange Init"
"208","0.572904","192.168.0.20","192.168.0.21","SSHv2","134","Server: Encrypted packet (len=68)"
"209","0.572910","192.168.0.20","192.168.0.21","TCP","66","22  >  58210 [ACK] Seq=1671 Ack=1035 Win=8320 Len=0 TSval=65614259 TSecr=2464992022"
"210","0.572922","192.168.0.20","192.168.0.21","SSHv2","118","Server: Encrypted packet (len=52)"
"211","0.572991","192.168.0.21","192.168.0.20","SSHv2","134","Client: Encrypted packet (len=68)"
"212","0.573567","192.168.0.21","192.168.0.20","SSHv2","150","Client: Encrypted packet (len=84)"
"213","0.573715","192.168.0.20","192.168.0.21","TCP","66","22  >  58204 [ACK] Seq=1791 Ack=1187 Win=8320 Len=0 TSval=65614259 TSecr=2464992023"
"214","0.575532","192.168.0.21","192.168.0.20","SSHv2","338","Client: Diffie-Hellman Key Exchange Init"
"215","0.576867","192.168.0.20","192.168.0.21","SSHv2","134","Server: Encrypted packet (len=68)"
"216","0.576923","192.168.0.21","192.168.0.20","SSHv2","150","Client: Encrypted packet (len=84)"
"217","0.592333","192.168.0.20","192.168.0.21","TCP","66","22  >  58216 [ACK] Seq=823 Ack=967 Win=8320 Len=0 TSval=65614261 TSecr=2464992008"
"218","0.599020","192.168.0.20","192.168.0.21","TCP","66","22  >  58222 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614261 TSecr=2464991754"
"219","0.599046","192.168.0.20","192.168.0.21","TCP","66","22  >  58226 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614261 TSecr=2464991757"
"220","0.599055","192.168.0.20","192.168.0.21","TCP","66","22  >  58228 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614261 TSecr=2464991757"
"221","0.599068","192.168.0.20","192.168.0.21","TCP","66","22  >  58230 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614261 TSecr=2464991757"
"222","0.599077","192.168.0.20","192.168.0.21","TCP","66","22  >  58232 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614261 TSecr=2464991757"
"223","0.599082","192.168.0.20","192.168.0.21","TCP","66","22  >  58234 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614261 TSecr=2464991757"
"224","0.600982","192.168.0.20","192.168.0.21","SSHv2","104","Server: Protocol (SSH-2.0-OpenSSH_4.7p1 Debian-8ubuntu1)"
"225","0.600996","192.168.0.21","192.168.0.20","TCP","66","58224  >  22 [ACK] Seq=23 Ack=39 Win=64896 Len=0 TSval=2464992050 TSecr=65614262"
"226","0.602476","192.168.0.21","192.168.0.20","SSHv2","738","Client: Key Exchange Init"
"227","0.602589","192.168.0.20","192.168.0.21","TCP","66","22  >  58224 [ACK] Seq=39 Ack=695 Win=7040 Len=0 TSval=65614262 TSecr=2464992051"
"228","0.602638","192.168.0.20","192.168.0.21","SSHv2","850","Server: Key Exchange Init"
"229","0.608898","192.168.0.21","192.168.0.20","SSHv2","338","Client: Diffie-Hellman Key Exchange Init"
"230","0.611519","192.168.0.21","192.168.0.20","TCP","74","58236  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992060 TSecr=0 WS=128"
"231","0.611550","192.168.0.21","192.168.0.20","TCP","74","58238  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992061 TSecr=0 WS=128"
"232","0.611834","192.168.0.20","192.168.0.21","TCP","74","22  >  58236 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614263 TSecr=2464992060 WS=128"
"233","0.611845","192.168.0.21","192.168.0.20","TCP","74","58240  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992061 TSecr=0 WS=128"
"234","0.611867","192.168.0.21","192.168.0.20","TCP","66","58236  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992061 TSecr=65614263"
"235","0.611864","192.168.0.20","192.168.0.21","TCP","74","22  >  58238 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614263 TSecr=2464992061 WS=128"
"236","0.611880","192.168.0.21","192.168.0.20","TCP","66","58238  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992061 TSecr=65614263"
"237","0.611893","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"238","0.611906","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"239","0.611942","192.168.0.21","192.168.0.20","TCP","74","58242  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992061 TSecr=0 WS=128"
"240","0.612049","192.168.0.20","192.168.0.21","TCP","74","22  >  58240 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614263 TSecr=2464992061 WS=128"
"241","0.612067","192.168.0.21","192.168.0.20","TCP","66","58240  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992061 TSecr=65614263"
"242","0.612088","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"243","0.612107","192.168.0.20","192.168.0.21","TCP","66","22  >  58236 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614263 TSecr=2464992061"
"244","0.612113","192.168.0.20","192.168.0.21","TCP","66","22  >  58238 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614263 TSecr=2464992061"
"245","0.612119","192.168.0.20","192.168.0.21","TCP","74","22  >  58242 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614263 TSecr=2464992061 WS=128"
"246","0.612126","192.168.0.21","192.168.0.20","TCP","66","58242  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992061 TSecr=65614263"
"247","0.612153","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"248","0.612224","192.168.0.21","192.168.0.20","TCP","74","58244  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992061 TSecr=0 WS=128"
"249","0.612230","192.168.0.20","192.168.0.21","TCP","66","22  >  58240 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614263 TSecr=2464992061"
"250","0.612279","192.168.0.20","192.168.0.21","TCP","66","22  >  58242 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614263 TSecr=2464992061"
"251","0.612303","192.168.0.20","192.168.0.21","TCP","66","22  >  58210 [ACK] Seq=1791 Ack=1187 Win=8320 Len=0 TSval=65614263 TSecr=2464992026"
"252","0.612313","192.168.0.20","192.168.0.21","TCP","66","22  >  58218 [ACK] Seq=823 Ack=967 Win=8320 Len=0 TSval=65614263 TSecr=2464992024"
"253","0.612332","192.168.0.20","192.168.0.21","TCP","74","22  >  58244 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614263 TSecr=2464992061 WS=128"
"254","0.612346","192.168.0.21","192.168.0.20","TCP","66","58244  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992061 TSecr=65614263"
"255","0.612363","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"256","0.612448","192.168.0.20","192.168.0.21","TCP","66","22  >  58244 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614263 TSecr=2464992061"
"257","0.614622","192.168.0.20","192.168.0.21","SSHv2","914","Server: Diffie-Hellman Key Exchange Reply, New Keys"
"258","0.616926","192.168.0.21","192.168.0.20","SSHv2","82","Client: New Keys"
"259","0.625718","192.168.0.20","192.168.0.21","TCP","66","22  >  58236 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614264 TSecr=2464992061"
"260","0.625735","192.168.0.20","192.168.0.21","TCP","66","22  >  58216 [ACK] Seq=1671 Ack=983 Win=8320 Len=0 TSval=65614264 TSecr=2464992066"
"261","0.625744","192.168.0.21","192.168.0.20","SSHv2","118","Client: Encrypted packet (len=52)"
"262","0.625759","192.168.0.20","192.168.0.21","TCP","66","22  >  58238 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614264 TSecr=2464992061"
"263","0.625767","192.168.0.20","192.168.0.21","TCP","66","22  >  58240 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614264 TSecr=2464992061"
"264","0.625793","192.168.0.20","192.168.0.21","TCP","66","22  >  58242 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614264 TSecr=2464992061"
"265","0.625804","192.168.0.20","192.168.0.21","TCP","66","22  >  58244 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614264 TSecr=2464992061"
"266","0.626016","192.168.0.21","192.168.0.20","TCP","74","58246  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992075 TSecr=0 WS=128"
"267","0.626276","192.168.0.20","192.168.0.21","TCP","74","22  >  58246 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614264 TSecr=2464992075 WS=128"
"268","0.626299","192.168.0.21","192.168.0.20","TCP","66","58246  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992075 TSecr=65614264"
"269","0.626324","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"270","0.626418","192.168.0.20","192.168.0.21","TCP","66","22  >  58246 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614264 TSecr=2464992075"
"271","0.635200","192.168.0.20","192.168.0.21","TCP","66","22  >  58216 [ACK] Seq=1671 Ack=1035 Win=8320 Len=0 TSval=65614265 TSecr=2464992075"
"272","0.635210","192.168.0.20","192.168.0.21","SSHv2","118","Server: Encrypted packet (len=52)"
"273","0.635222","192.168.0.20","192.168.0.21","SSHv2","914","Server: Diffie-Hellman Key Exchange Reply, New Keys"
"274","0.636410","192.168.0.21","192.168.0.20","SSHv2","134","Client: Encrypted packet (len=68)"
"275","0.638284","192.168.0.21","192.168.0.20","SSHv2","82","Client: New Keys"
"276","0.638499","192.168.0.20","192.168.0.21","TCP","66","22  >  58220 [ACK] Seq=1671 Ack=983 Win=8320 Len=0 TSval=65614265 TSecr=2464992087"
"277","0.638511","192.168.0.21","192.168.0.20","SSHv2","118","Client: Encrypted packet (len=52)"
"278","0.638629","192.168.0.20","192.168.0.21","TCP","66","22  >  58220 [ACK] Seq=1671 Ack=1035 Win=8320 Len=0 TSval=65614265 TSecr=2464992087"
"279","0.640120","192.168.0.20","192.168.0.21","TCP","66","22  >  58224 [ACK] Seq=823 Ack=967 Win=8320 Len=0 TSval=65614266 TSecr=2464992058"
"280","0.645664","192.168.0.20","192.168.0.21","TCP","66","22  >  58246 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614266 TSecr=2464992075"
"281","0.646089","192.168.0.20","192.168.0.21","SSHv2","118","Server: Encrypted packet (len=52)"
"282","0.646175","192.168.0.21","192.168.0.20","SSHv2","134","Client: Encrypted packet (len=68)"
"283","0.648916","192.168.0.20","192.168.0.21","SSHv2","134","Server: Encrypted packet (len=68)"
"284","0.648979","192.168.0.21","192.168.0.20","SSHv2","150","Client: Encrypted packet (len=84)"
"285","0.650256","192.168.0.21","192.168.0.20","TCP","74","58248  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992099 TSecr=0 WS=128"
"286","0.650279","192.168.0.21","192.168.0.20","TCP","74","58250  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992099 TSecr=0 WS=128"
"287","0.650307","192.168.0.21","192.168.0.20","TCP","74","58252  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992099 TSecr=0 WS=128"
"288","0.650491","192.168.0.21","192.168.0.20","TCP","74","58254  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992099 TSecr=0 WS=128"
"289","0.650549","192.168.0.20","192.168.0.21","TCP","74","22  >  58248 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614267 TSecr=2464992099 WS=128"
"290","0.650575","192.168.0.21","192.168.0.20","TCP","66","58248  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992100 TSecr=65614267"
"291","0.650588","192.168.0.20","192.168.0.21","TCP","74","22  >  58250 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614267 TSecr=2464992099 WS=128"
"292","0.650599","192.168.0.21","192.168.0.20","TCP","66","58250  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992100 TSecr=65614267"
"293","0.650601","192.168.0.20","192.168.0.21","TCP","74","22  >  58252 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614267 TSecr=2464992099 WS=128"
"294","0.650607","192.168.0.21","192.168.0.20","TCP","66","58252  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992100 TSecr=65614267"
"295","0.650619","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"296","0.650626","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"297","0.650632","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"298","0.650682","192.168.0.20","192.168.0.21","TCP","74","22  >  58254 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614267 TSecr=2464992099 WS=128"
"299","0.650701","192.168.0.21","192.168.0.20","TCP","66","58254  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992100 TSecr=65614267"
"300","0.650713","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"301","0.650714","192.168.0.20","192.168.0.21","TCP","66","22  >  58250 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614267 TSecr=2464992100"
"302","0.650751","192.168.0.20","192.168.0.21","TCP","66","22  >  58248 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614267 TSecr=2464992100"
"303","0.650759","192.168.0.21","192.168.0.20","TCP","74","58256  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992100 TSecr=0 WS=128"
"304","0.650771","192.168.0.20","192.168.0.21","TCP","66","22  >  58252 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614267 TSecr=2464992100"
"305","0.650852","192.168.0.20","192.168.0.21","TCP","66","22  >  58254 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614267 TSecr=2464992100"
"306","0.650864","192.168.0.20","192.168.0.21","TCP","74","22  >  58256 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614267 TSecr=2464992100 WS=128"
"307","0.650879","192.168.0.21","192.168.0.20","TCP","66","58256  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992100 TSecr=65614267"
"308","0.650902","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"309","0.651032","192.168.0.20","192.168.0.21","TCP","66","22  >  58256 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614267 TSecr=2464992100"
"310","0.662287","192.168.0.21","192.168.0.20","TCP","74","58258  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992111 TSecr=0 WS=128"
"311","0.662789","192.168.0.20","192.168.0.21","TCP","74","22  >  58258 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614268 TSecr=2464992111 WS=128"
"312","0.662812","192.168.0.21","192.168.0.20","TCP","66","58258  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992112 TSecr=65614268"
"313","0.662827","192.168.0.20","192.168.0.21","TCP","66","22  >  58248 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614268 TSecr=2464992100"
"314","0.662832","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"315","0.662842","192.168.0.20","192.168.0.21","TCP","66","22  >  58250 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614268 TSecr=2464992100"
"316","0.662851","192.168.0.20","192.168.0.21","TCP","66","22  >  58252 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614268 TSecr=2464992100"
"317","0.662872","192.168.0.20","192.168.0.21","TCP","66","22  >  58254 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614268 TSecr=2464992100"
"318","0.662881","192.168.0.20","192.168.0.21","TCP","66","22  >  58256 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614268 TSecr=2464992100"
"319","0.662886","192.168.0.20","192.168.0.21","SSHv2","914","Server: Diffie-Hellman Key Exchange Reply, New Keys"
"320","0.662972","192.168.0.20","192.168.0.21","TCP","66","22  >  58258 [ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614268 TSecr=2464992112"
"321","0.662980","192.168.0.20","192.168.0.21","SSHv2","914","Server: Diffie-Hellman Key Exchange Reply, New Keys"
"322","0.662997","192.168.0.20","192.168.0.21","TCP","66","22  >  58258 [RST, ACK] Seq=1 Ack=23 Win=5632 Len=0 TSval=65614268 TSecr=2464992112"
"323","0.663067","192.168.0.20","192.168.0.21","SSHv2","134","Server: Encrypted packet (len=68)"
"324","0.663130","192.168.0.21","192.168.0.20","SSHv2","150","Client: Encrypted packet (len=84)"
"325","0.676263","192.168.0.21","192.168.0.20","SSHv2","82","Client: New Keys"
"326","0.676427","192.168.0.20","192.168.0.21","TCP","66","22  >  58218 [ACK] Seq=1671 Ack=983 Win=8320 Len=0 TSval=65614269 TSecr=2464992125"
"327","0.676438","192.168.0.21","192.168.0.20","SSHv2","118","Client: Encrypted packet (len=52)"
"328","0.684811","192.168.0.21","192.168.0.20","SSHv2","82","Client: New Keys"
"329","0.700330","192.168.0.20","192.168.0.21","TCP","66","22  >  58216 [ACK] Seq=1791 Ack=1187 Win=8320 Len=0 TSval=65614271 TSecr=2464992098"
"330","0.700342","192.168.0.20","192.168.0.21","TCP","66","22  >  58218 [ACK] Seq=1671 Ack=1035 Win=8320 Len=0 TSval=65614271 TSecr=2464992125"
"331","0.700389","192.168.0.20","192.168.0.21","SSHv2","118","Server: Encrypted packet (len=52)"
"332","0.700455","192.168.0.21","192.168.0.20","SSHv2","134","Client: Encrypted packet (len=68)"
"333","0.700475","192.168.0.20","192.168.0.21","TCP","66","22  >  58214 [ACK] Seq=1671 Ack=983 Win=8320 Len=0 TSval=65614272 TSecr=2464992133"
"334","0.700486","192.168.0.21","192.168.0.20","SSHv2","118","Client: Encrypted packet (len=52)"
"335","0.700594","192.168.0.20","192.168.0.21","TCP","66","22  >  58214 [ACK] Seq=1671 Ack=1035 Win=8320 Len=0 TSval=65614272 TSecr=2464992149"
"336","0.700611","192.168.0.20","192.168.0.21","SSHv2","118","Server: Encrypted packet (len=52)"
"337","0.700661","192.168.0.21","192.168.0.20","SSHv2","134","Client: Encrypted packet (len=68)"
"338","0.704512","192.168.0.20","192.168.0.21","TCP","66","22  >  58220 [ACK] Seq=1791 Ack=1187 Win=8320 Len=0 TSval=65614272 TSecr=2464992112"
"339","0.707533","192.168.0.20","192.168.0.21","SSHv2","134","Server: Encrypted packet (len=68)"
"340","0.707623","192.168.0.21","192.168.0.20","SSHv2","150","Client: Encrypted packet (len=84)"
"341","0.722363","192.168.0.21","192.168.0.20","TCP","74","58260  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992171 TSecr=0 WS=128"
"342","0.722547","192.168.0.21","192.168.0.20","TCP","74","58262  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992171 TSecr=0 WS=128"
"343","0.722561","192.168.0.21","192.168.0.20","TCP","74","58264  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992172 TSecr=0 WS=128"
"344","0.722645","192.168.0.20","192.168.0.21","TCP","74","22  >  58260 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614274 TSecr=2464992171 WS=128"
"345","0.722678","192.168.0.21","192.168.0.20","TCP","66","58260  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992172 TSecr=65614274"
"346","0.722695","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"347","0.722738","192.168.0.20","192.168.0.21","TCP","74","22  >  58262 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614274 TSecr=2464992171 WS=128"
"348","0.722743","192.168.0.21","192.168.0.20","TCP","74","58266  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992172 TSecr=0 WS=128"
"349","0.722749","192.168.0.20","192.168.0.21","TCP","74","22  >  58264 [SYN, ACK] Seq=0 Ack=1 Win=5592 Len=0 MSS=1410 SACK_PERM TSval=65614274 TSecr=2464992172 WS=128"
"350","0.722754","192.168.0.21","192.168.0.20","TCP","66","58262  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992172 TSecr=65614274"
"351","0.722762","192.168.0.21","192.168.0.20","TCP","66","58264  >  22 [ACK] Seq=1 Ack=1 Win=64896 Len=0 TSval=2464992172 TSecr=65614274"
"352","0.722786","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"353","0.722795","192.168.0.21","192.168.0.20","SSHv2","88","Client: Protocol (SSH-2.0-libssh_0.8.7)"
"354","0.722823","192.168.0.21","192.168.0.20","TCP","74","58268  >  22 [SYN] Seq=0 Win=64860 Len=0 MSS=1410 SACK_PERM TSval=2464992172 TSecr=0 WS=128"
